14:26:57, 1, 1, 3.4, 4.3, 7.8
14:31:26, 1, 1, 1.6, 4.5, 5.7
14:31:33, 1, 2, 1.6, 3.3, 6.3
14:31:41, 1, 3, 3.7, 4.5, 7.7
14:31:48, 1, 4, 2.4, 42.4, 199.0
14:31:50, 1, 5, 4.6, 4.7, 4.8
14:39:06, 1, 1, 1.3, 2.7, 5.9
14:39:14, 1, 2, 2.9, 3.2, 3.6
14:39:22, 1, 3, 1.1, 2.3, 5.9
14:39:26, 1, 4, 4.3, 7.1, 9.8
14:43:16, 1, 1, 2.9, 4.6, 8.8
14:43:24, 1, 2, 3.3, 4.3, 7.0
14:59:07, 1, 1, 4.4, 5.2, 8.6
14:59:14, 1, 2, 1.2, 3.6, 7.1
14:59:17, 1, 3, 2.1, 2.2, 2.3
14:59:18, 1, 4, 2.8, 2.8, 2.8
14:59:18, 1, 5, 4.2, 4.2, 4.2
15:15:44, 1, 1, 3.5, 4.3, 7.3
15:15:46, 1, 2, 4.3, 5.7, 8.2
15:15:47, 1, 3, 5.9, 5.9, 5.9
15:15:47, 1, 4, 6.3, 6.3, 6.3
15:15:47, 1, 5, 3.8, 3.8, 3.8
15:18:21, 1, 4, 4.0, 5.5, 8.5
15:18:36, 1, 3, 1.7, 3.4, 7.6
15:18:43, 1, 4, 1.7, 2.5, 5.3
15:18:50, 1, 5, 3.3, 4.5, 7.3
15:19:02, 1, 2, 2.7, 3.7, 7.0
15:19:09, 1, 3, 3.3, 4.1, 7.2
15:19:16, 1, 4, 4.3, 6.6, 17.6
15:19:31, 1, 3, 1.2, 2.5, 9.2
15:19:39, 1, 4, 1.5, 3.1, 6.7
15:19:46, 1, 5, 1.9, 3.0, 6.4
15:19:58, 1, 2, 1.3, 2.4, 5.2
15:20:05, 1, 3, 4.6, 5.7, 8.8
15:20:12, 1, 4, 3.4, 4.7, 11.8
15:20:27, 1, 3, 2.9, 4.1, 10.3
15:24:39, 1, 1, 2.2, 3.1, 6.6
15:24:47, 1, 2, 4.2, 5.4, 12.8
15:24:54, 1, 3, 1.3, 4.1, 5.8
15:25:01, 1, 4, 2.0, 3.4, 6.1
15:25:09, 1, 5, 1.0, 2.7, 4.9
15:25:36, 1, 1, 1.6, 3.3, 6.1
15:25:44, 1, 2, 2.6, 671.9, 6689.1
15:25:51, 1, 3, 1.0, 3.4, 4.9
15:25:58, 1, 4, 1.0, 1.9, 5.2
15:26:07, 1, 5, 4.0, 5.2, 11.9
15:26:34, 1, 1, 2.4, 2.8, 3.2
15:26:41, 1, 2, 2.0, 2.7, 5.4
15:26:49, 1, 3, 2.8, 4.6, 6.9
15:26:56, 1, 4, 1.7, 3.3, 6.8
15:27:05, 1, 5, 1.9, 4.4, 7.0
15:27:32, 1, 1, 4.6, 90.7, 435.4
15:27:39, 1, 2, 2.8, 3.1, 3.5
15:27:47, 1, 3, 1.2, 4.5, 9.1
15:27:54, 1, 4, 1.1, 4.3, 5.2
15:28:01, 1, 5, 1.3, 3.9, 8.0
15:28:28, 1, 1, 1.1, 63.2, 297.1
15:28:35, 1, 2, 1.0, 3.4, 8.8
15:28:43, 1, 3, 1.0, 4.8, 9.2
15:28:50, 1, 4, 1.8, 3.5, 9.6
15:28:58, 1, 5, 4.4, 5.1, 8.2
15:29:25, 1, 1, 1.7, 68.3, 334.3
15:29:32, 1, 2, 2.9, 3.7, 6.8
15:29:40, 1, 3, 4.1, 5.0, 9.0
15:29:47, 1, 4, 2.9, 4.2, 5.5
15:29:54, 1, 5, 2.8, 3.8, 6.7
15:30:21, 1, 1, 1.9, 63.4, 306.5
15:30:28, 1, 2, 0.9, 2.1, 5.0
15:30:36, 1, 3, 1.4, 3.8, 10.6
15:30:43, 1, 4, 1.3, 2.2, 5.6
15:30:51, 1, 5, 3.1, 3.8, 6.8
15:31:18, 1, 1, 4.1, 68.6, 325.8
15:31:25, 1, 2, 3.2, 4.0, 7.0
15:31:33, 1, 3, 4.3, 5.2, 9.0
15:31:40, 1, 4, 2.4, 3.0, 4.1
15:31:47, 1, 5, 0.8, 3.8, 8.8
15:32:14, 1, 1, 1.8, 59.8, 290.5
15:32:21, 1, 2, 2.3, 3.2, 6.4
15:32:29, 1, 3, 1.3, 2.6, 9.4
15:32:36, 1, 4, 1.1, 3.0, 7.5
15:32:44, 1, 5, 1.0, 4.0, 9.0
15:33:11, 1, 1, 2.4, 68.0, 327.1
15:33:18, 1, 2, 1.2, 2.5, 5.1
15:33:26, 1, 3, 2.9, 4.1, 10.8
15:33:33, 1, 4, 1.2, 2.9, 7.8
15:33:40, 1, 5, 1.3, 2.9, 5.9
15:34:07, 1, 1, 2.5, 6.1, 20.5
15:34:14, 1, 2, 1.6, 3.0, 11.4
15:34:22, 1, 3, 4.0, 5.2, 12.3
15:34:30, 1, 4, 1.1, 3.5, 5.2
15:34:37, 1, 5, 2.8, 3.5, 6.8
15:35:04, 1, 1, 3.6, 62.7, 298.9
15:35:11, 1, 2, 1.2, 3.1, 5.1
15:35:19, 1, 3, 1.2, 2.5, 10.0
15:35:26, 1, 4, 1.0, 3.8, 4.9
15:35:33, 1, 5, 3.8, 4.6, 7.7
15:36:00, 1, 1, 1.3, 2.2, 5.9
15:36:07, 1, 2, 1.1, 3.9, 5.0
15:36:16, 1, 3, 2.3, 3.6, 10.7
15:36:23, 1, 4, 1.0, 3.3, 4.7
15:36:30, 1, 5, 1.4, 2.2, 5.5
15:36:57, 1, 1, 4.2, 77.8, 368.9
15:37:04, 1, 2, 2.5, 3.3, 6.4
15:37:12, 1, 3, 2.4, 3.7, 11.1
15:37:19, 1, 4, 1.1, 3.1, 5.5
15:37:26, 1, 5, 1.0, 4.6, 8.3
15:37:53, 1, 1, 1.2, 2.8, 10.4
15:38:00, 1, 2, 1.1, 3.5, 8.5
15:38:09, 1, 3, 2.3, 3.7, 11.0
15:38:16, 1, 4, 2.4, 3.3, 6.3
15:38:23, 1, 5, 0.9, 3.2, 10.1
15:38:50, 1, 1, 2.0, 77.7, 372.7
15:38:57, 1, 2, 4.2, 5.0, 8.3
15:39:05, 1, 3, 1.2, 3.5, 8.8
15:39:12, 1, 4, 2.3, 3.9, 6.7
15:39:19, 1, 5, 3.3, 4.8, 6.6
15:39:46, 1, 1, 3.6, 4.5, 8.2
15:39:53, 1, 2, 1.7, 2.5, 5.8
15:40:02, 1, 3, 1.2, 2.5, 10.1
15:40:09, 1, 4, 3.8, 4.4, 5.5
15:40:16, 1, 5, 3.9, 4.6, 7.4
15:40:43, 1, 1, 3.8, 76.6, 365.5
15:40:50, 1, 2, 1.5, 2.3, 5.3
15:40:58, 1, 3, 3.7, 4.9, 11.6
15:41:05, 1, 4, 2.4, 3.4, 7.4
15:41:12, 1, 5, 4.0, 4.8, 7.6
15:41:39, 1, 1, 4.2, 5.1, 8.8
15:41:46, 1, 2, 3.8, 4.6, 7.6
15:41:55, 1, 3, 1.1, 4.0, 9.6
15:42:02, 1, 4, 1.4, 1.7, 2.8
15:42:09, 1, 5, 1.0, 4.2, 9.5
15:42:36, 1, 1, 2.4, 69.3, 335.1
15:42:43, 1, 2, 2.8, 3.6, 6.5
15:42:51, 1, 3, 1.7, 4.2, 9.3
15:42:58, 1, 4, 3.5, 4.1, 4.6
15:43:05, 1, 5, 1.4, 2.2, 5.9
15:43:32, 1, 1, 1.1, 2.5, 5.8
15:43:39, 1, 2, 3.8, 4.6, 7.9
15:43:49, 1, 3, 3.8, 5.0, 12.3
15:43:56, 1, 4, 4.1, 5.1, 8.6
15:44:04, 1, 5, 3.4, 4.2, 6.9
15:44:31, 1, 1, 4.3, 5.1, 8.4
15:44:41, 1, 2, 4.5, 4.6, 4.6
15:44:49, 1, 3, 3.8, 5.1, 12.4
15:44:56, 1, 4, 1.5, 2.5, 7.0
15:45:03, 1, 5, 3.8, 4.5, 7.7
15:45:30, 1, 1, 1.2, 69.1, 337.8
15:45:37, 1, 2, 1.1, 3.0, 9.2
15:45:45, 1, 3, 1.3, 2.6, 10.1
15:45:52, 1, 4, 2.2, 3.2, 6.9
15:46:00, 1, 5, 1.5, 2.3, 5.8
15:46:27, 1, 1, 2.7, 55.6, 263.6
15:46:34, 1, 2, 4.1, 5.1, 8.1
15:46:42, 1, 3, 2.4, 3.6, 10.6
15:46:49, 1, 4, 2.3, 2.9, 3.7
15:46:56, 1, 5, 0.9, 4.6, 8.5
15:47:23, 1, 1, 3.1, 4.5, 5.1
15:47:30, 1, 2, 2.7, 3.6, 6.6
15:47:39, 1, 3, 1.1, 3.5, 9.5
15:47:46, 1, 4, 3.0, 3.4, 4.2
15:47:53, 1, 5, 1.6, 2.8, 5.7
15:48:20, 1, 1, 3.9, 68.4, 325.4
15:48:27, 1, 2, 2.5, 3.3, 6.5
15:48:35, 1, 3, 2.7, 3.9, 11.5
15:48:42, 1, 4, 2.3, 2.9, 5.2
15:48:49, 1, 5, 2.3, 5.0, 9.0
15:49:16, 1, 1, 1.2, 3.4, 6.4
15:49:23, 1, 2, 2.6, 3.5, 6.6
15:49:32, 1, 3, 4.0, 5.2, 12.5
15:49:39, 1, 4, 2.8, 3.9, 4.4
15:49:46, 1, 5, 1.5, 2.2, 5.5
15:50:13, 1, 1, 1.6, 75.9, 373.6
15:50:20, 1, 2, 1.1, 3.4, 5.0
15:50:28, 1, 3, 3.4, 4.7, 12.3
15:50:35, 1, 4, 1.7, 3.2, 6.2
15:50:42, 1, 5, 4.0, 4.8, 7.4
15:51:09, 1, 1, 2.1, 2.9, 6.5
15:51:16, 1, 2, 2.5, 3.4, 6.4
15:51:24, 1, 3, 1.4, 2.4, 6.7
15:51:34, 1, 4, 0.0, 0.0, 0.0
15:51:43, 1, 5, 3.8, 4.0, 4.4
15:52:10, 1, 1, 2.9, 3.8, 7.4
15:52:17, 1, 2, 3.4, 4.1, 7.3
